# TerraRad Tech AG
# PoLRa 3.2
# SN: 11
# FW version: v3.2.3
# offsetHPol: 1.0543062995332517
# offsetVPol: 3.443144175046205
# timezone: CET
Year,Month,Day,Time,UnixTime,uacs,urs,up1,up2,Tir,Tacs,Trs,Taux,Tp1,uacs_std,urs_std,up1_std,up2_std,nsubsamp,t_1s,t_line
2022 11 02 16:04:07 1667401447.20 1024.4224 1085.5443 1034.5730 1038.5233 0.00  302.15  301.96  304.84  288.15  0.93  0.98  0.98  0.90  25 15.83 62.86
2022 11 02 16:04:07 1667401447.27 1024.7939 1085.5773 1034.8288 1039.0041 0.00  302.15  301.96  304.84  288.09  1.18  0.96  1.04  0.89  25 15.87 62.89
2022 11 02 16:04:07 1667401447.33 1024.5616 1084.9385 1035.3747 1038.7116 0.00  302.15  301.96  304.84  288.09  0.97  0.78  1.12  0.87  25 15.83 62.57
2022 11 02 16:04:07 1667401447.39 1024.1278 1086.0510 1034.7350 1039.1424 0.00  302.15  301.96  304.84  288.09  0.77  0.74  0.88  0.96  25 15.86 62.87
2022 11 02 16:04:07 1667401447.46 1024.9123 1085.4027 1034.5627 1038.1903 0.00  302.15  301.96  304.84  288.09  1.12  1.01  0.90  1.00  25 15.88 62.95
2022 11 02 16:04:07 1667401447.52 1024.9940 1085.4902 1035.0725 1039.0728 0.00  302.15  301.96  304.84  288.02  0.64  0.97  0.76  0.90  25 16.12 62.85
2022 11 02 16:04:07 1667401447.58 1024.2489 1085.3081 1035.1031 1038.5371 0.00  302.15  301.96  304.84  288.02  0.88  1.19  0.93  0.84  25 15.83 62.59
2022 11 02 16:04:07 1667401447.64 1024.5845 1085.1645 1034.3927 1039.1448 0.00  302.15  301.96  304.84  288.02  1.20  0.73  0.83  0.80  25 15.83 62.86
2022 11 02 16:04:07 1667401447.71 1024.7953 1085.2544 1035.0085 1039.1283 0.00  302.15  302.02  304.84  288.02  1.21  0.80  1.06  0.86  25 15.60 62.64
2022 11 02 16:04:07 1667401447.77 1024.3759 1085.2265 1034.6510 1039.0214 0.00  302.15  302.02  304.84  288.02  1.00  0.76  0.75  1.08  25 15.83 62.88
